Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (million GBP)
30/11/2005,HARGREAVES SERVICES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,210.3
09/11/2021,HARMONY ENERGY INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,138.55
07/09/2015,HARVEST MINERALS LIMITED,Basic Materials,Chemicals,Australia,Pacific,AIM ,Yes,1.74
30/12/1994,HARWORTH GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,568.69
14/04/2014,HAYDALE GRAPHENE INDUSTRIES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,4.23
26/10/1989,HAYS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,226.48"
06/07/1988,HEADLAM GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,105.09
02/10/2000,HEATH (SAMUEL) & SONS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,8.11
01/07/1996,HEAVITREE BREWERY PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,10.73
04/07/1957,HELICAL PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,222.53
15/10/2019,HELIOS TOWERS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET ,No,"1,000.07"
04/09/2007,HELIOS UNDERWRITING PLC,Financials,Insurance,United Kingdom,Europe,AIM ,No,156.48
04/12/2020,HELIUM ONE GLOBAL LTD,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,53.41
09/04/2024,HELIX EXPLORATION PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,24.09
05/12/2022,HELLENIC DYNAMICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,1.4
24/06/1997,HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A.,Telecommunications,Telecommunications,Greece,Europe,MAIN MARKET ,Yes,-
30/06/1998,HELLENIQ ENERGY HOLDINGS SOCIETE ANONYME,Energy,Energy,Greece,Europe,MAIN MARKET ,Yes,-
09/11/2015,HEMOGENYX PHARMACEUTICALS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,13.14
08/12/1971,HENDERSON EUROPEAN TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,595.28
18/12/2006,HENDERSON FAR EAST INCOME LIMITED,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,386.66
01/12/1989,HENDERSON HIGH INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,284.89
28/04/2011,HENDERSON INTERNATIONAL INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,333.16
16/10/1985,HENDERSON OPPORTUNITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,88.07
29/03/1955,HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,604.45
21/02/1994,HERALD INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,183.01"
04/02/2022,HERCULES SITE SERVICES PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,39.81
13/12/1989,HG CAPITAL TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,389.34"
01/04/2019,HICL INFRASTRUCTURE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,255.14"
16/04/1948,HIDONG ESTATE PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,-
20/03/1995,HIGHWAY CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.78
04/11/2005,HIKMA PHARMACEUTICALS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"5,085.64"
26/03/1969,HILL & SMITH PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,"1,604.04"
17/05/2007,HILTON FOOD GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,794.07
12/12/2006,HISCOX LTD,Financials,Insurance,Bermuda,North America,MAIN MARKET ,Yes,"3,715.98"
14/02/2011,HMS HYDRAULIC  MACHINES & SYSTEMS GROUP PLC,Industrials,Industrial Goods and Services,Cyprus,Europe,MAIN MARKET ,Yes,-
08/11/2006,HOCHSCHILD MINING PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,905.45
21/09/2016,HOLLYWOOD BOWL GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,483.56
12/10/2020,HOME REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,300.81
01/10/1990,HONG KONG LAND HOLDINGS LD,Real Estate,Real Estate ,Bermuda,North America,MAIN MARKET ,Yes,"39,477.85"
08/10/1999,HON HAI PRECISION INDUSTRY CO. LTD,Technology,Technology,Taiwan,Asia,MAIN MARKET ,Yes,-
07/12/2018,HONYE FINANCIAL SERVICES LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,11.1
02/08/1996,HORNBY PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,39.07
28/10/2015,HOSTELWORLD GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,162.49
01/04/1972,HOWDEN JOINERY GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"4,510.68"
08/04/1991,HSBC HOLDINGS PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"150,999.87"
09/02/2015,HSS HIRE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,46.56
08/05/2006,H&T GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,151.32
17/06/2019,"HUATAI SECURITIES CO., LTD.",Financials,Financial Services ,China,Asia,MAIN MARKET ,Yes,-
12/07/2018,HUDDLED GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,8.03
10/12/2010,HUMMINGBIRD RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,43.53
28/06/1985,HUNTING PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,578.94
19/05/2006,HUTCHMED (CHINA) LIMITED,Health Care ,Health Care  ,Cayman Islands,North America,AIM ,Yes,"1,913.16"
14/12/2012,HVIVO PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,130.97
27/04/1950,HWANGE COLLIERY COMPANY LIMITED,Energy,Energy,Zimbabwe,Africa,MAIN MARKET ,Yes,-
30/07/2021,HYDROGENONE CAPITAL GROWTH PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,28.66
21/12/2022,HYDROGEN UTOPIA INTERNATIONAL PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,9.16
22/10/2015,IBSTOCK PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,661.94
22/07/1981,ICG ENTERPRISE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,862.61
05/02/2013,ICG-LONGBOW SENIOR SECURED UK PROPERTY DEBT INVESTMENTS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,27.17
27/07/2016,ICONIC LABS PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,0.59
05/06/2007,IDOX PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,291.76
31/10/1995,IG DESIGN GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,AIM ,No,60.95
04/05/2005,IG GROUP HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"3,607.41"
15/09/2022,IKIGAI VENTURES LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,9.31
14/05/2010,ILIKA PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,47.68
25/04/2002,IMAGE SCAN HOLDINGS PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,4.24
01/06/2016,IMC EXPLORATION GROUP PLC,Basic Materials,Basic Resources,Ireland,Europe,MAIN MARKET ,Yes,3.43
09/03/1966,IMI PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"5,152.46"
17/02/2006,IMMUPHARMA PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,21.65
19/06/2001,IMPAX ASSET MANAGEMENT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,293.04
22/02/2002,IMPAX ENVIRONMENTAL MARKETS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,952.67
01/10/1996,IMPERIAL BRANDS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,"22,677.31"
31/10/1958,INCHCAPE PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"2,658.79"
15/11/2000,INCOME & GROWTH VCT (THE) PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,207.88
22/12/2005,INDIA CAPITAL GROWTH FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,146.37
23/12/2014,INDIVIOR PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"1,189.87"
22/05/2019,INDUCTION HEALTHCARE GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,7.85
06/06/2008,INDUS GAS LIMITED,Energy,Energy,Guernsey,Europe,AIM ,No,14.18
30/05/2014,INFORMA PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,"11,525.24"
28/02/2007,INGENTA PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,10.3
20/12/2012,INLAND ZDP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,9.79
08/12/1999,INSIG AI PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,18.25
27/02/2020,INSPECS GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,42.96
14/12/2001,INSPIRATION HEALTHCARE GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,11.52
28/11/2011,INSPIRED PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,109.36
20/03/2006,INSPIRIT ENERGY HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,0.3
27/02/2018,INTEGRAFIN HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,207.67"
11/05/2015,INTEGRATED DIAGNOSTICS HOLDINGS PLC,Health Care ,Health Care  ,Jersey,Europe,MAIN MARKET ,No,173.1
27/08/2014,INTELLIGENT ULTRASOUND GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,42.62
08/01/2001,INTERCEDE GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,111.95
27/06/2005,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,"17,146.46"
01/06/1994,INTERMEDIATE CAPITAL GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"6,888.07"
06/05/1994,INTERNATIONAL BIOTECHNOLOGY TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,259.95
24/01/2011,INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A.,Consumer Discretionary,Travel and Leisure,Spain,Europe,MAIN MARKET ,Yes,"16,798.62"
15/10/2013,INTERNATIONAL DISTRIBUTION SERVICES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"3,495.85"
16/07/2007,INTERNATIONAL PERSONAL FINANCE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,279.41
09/11/2006,INTERNATIONAL PUBLIC PARTNERSHIPS LD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,"2,113.86"
19/12/2016,INTERNATIONAL WORKPLACE GROUP PLC,Industrials,Industrial Goods and Services,Jersey,Europe,MAIN MARKET ,No,"1,742.68"
29/05/2002,INTERTEK GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"8,247.19"
14/12/2020,INTUITIVE INVESTMENTS GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,254.51
11/07/1995,INVESCO ASIA TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,220.87
02/04/2012,INVESCO BOND INCOME PLUS LIMITED,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,347.55
23/11/2006,INVESCO GLOBAL EQUITY INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,198.41
08/03/1988,INVESCO PERPETUAL UK SMALLER COMPANIES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,113.9
04/12/2020,INVESTACC GROUP LIMITED,Financials,Financial Services ,British Virgin Islands,North America,MAIN MARKET ,Yes,58.62
16/04/1996,INVESTEC INVESTMENT TRUST PLC,,,United Kingdom,Europe,MAIN MARKET ,No,-
29/07/2002,INVESTEC PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET / ADMISSION TO TRADING ONLY ,No,"3,367.80"
23/07/1964,INVESTMENT COMPANY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,6.65
25/04/2006,INVINITY ENERGY SYSTEMS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,57.82
09/05/2008,IOFINA PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,40.77
19/04/2000,IOMART GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,79.27
19/06/2006,IP GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,505.38
02/08/1993,IQ-AI LIMITED,Health Care ,Health Care  ,Jersey,Europe,MAIN MARKET ,No,3.55
30/09/2003,IQE PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,144.12
13/05/1993,IRISH CONTINENTAL GROUP PLC,Industrials,Industrial Goods and Services,Ireland,Europe,MAIN MARKET ,Yes,724.15
04/05/2001,IRONVELD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,5.29
10/07/2012,ITACONIX PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,19.89
09/11/2022,ITHACA ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,"2,077.09"
28/06/2021,ITIM GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,12.8
11/06/2004,ITM POWER PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,226.95
02/02/2004,ITV PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,"2,783.40"
15/10/2013,IXICO PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,11.12
19/02/2014,JADE ROAD INVESTMENTS LIMITED,Financials,Financial Services ,British Virgin Islands,North America,AIM ,Yes,0.72
26/04/2021,JADESTONE ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,139.07
11/03/2002,JAMES HALSTEAD PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,716.87
29/06/2017,JANGADA MINES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,1.89
14/05/1990,JARDINE MATHESON HOLDINGS LD,Industrials,Industrial Goods and Services,Bermuda,North America,MAIN MARKET ,Yes,"24,130.38"
23/12/2004,JARVIS SECURITIES PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,20.35
26/10/2006,JAYWING PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,0.47
22/10/1996,JD SPORTS FASHION PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"4,619.21"
28/02/1964,JERSEY ELECTRICITY PLC,Utilities,Utilities,Jersey,Europe,MAIN MARKET ,No,52.38
17/03/2011,JERSEY OIL AND GAS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,22.05
15/08/2005,JET2 PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,"3,286.81"
06/08/2012,JOHNSON MATTHEY PLC,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET ,No,"2,403.45"
10/06/2008,JOHNSON SERVICE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,564.34
13/11/2018,JOINT STOCK COMPANY NATIONAL ATOMIC COMPANY KAZATOMPROM,Basic Materials,Basic Resources,Kazakhstan,Asia,MAIN MARKET ,Yes,-
15/04/2005,JOURNEO PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,49.04
30/06/2005,JPEL PRIVATE EQUITY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,14.11
18/12/1955,JPMORGAN AMERICAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,122.05"
12/09/1997,JPMORGAN ASIA GROWTH & INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,280.76
19/10/1993,JPMORGAN CHINA GROWTH & INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,193.03
24/04/1963,JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,408.05
20/12/2002,"JPMORGAN EMERGING EUROPE, MIDDLE EAST & AFRICA SECURITIES PLC",Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,84.71
16/07/1991,JPMORGAN EMERGING MARKETS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,199.09"
24/04/1990,JPMORGAN EUROPEAN DISCOVERY TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,551.11
23/06/1955,JPMORGAN EUROPEAN GROWTH & INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,458.18
24/09/2019,JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,174.12
29/07/2010,JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,382.63
01/11/1968,JPMORGAN GLOBAL GROWTH & INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"3,133.93"
26/05/1994,JPMORGAN INDIAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,682.02
07/01/1955,JPMORGAN JAPANESE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,985.64
06/08/1990,JPMORGAN UK SMALL CAP GROWTH & INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,414.09
12/01/1982,JPMORGAN US SMALLER CO. INV TST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,307.96
20/12/2006,JSC HALYK BANK,Financials,Banks,Kazakhstan,Asia,MAIN MARKET ,Yes,-
14/03/2018,JTC PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,"1,674.03"
31/07/2002,JUBILEE METALS GROUP PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,125.08
24/05/2005,JUDGES SCIENTIFIC PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,471.62
21/06/2010,JUPITER FUND MANAGEMENT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,437.07
08/06/2006,JUPITER GREEN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,46.3
12/11/2013,JUST GROUP PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,"1,715.94"
01/07/2008,JZ CAPITAL PARTNERS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,139.41
28/03/2001,K3 BUSINESS TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,36.23
10/07/2015,KAINOS GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,"1,021.26"
12/02/1953,KAKUZI LD,Consumer Staples ,"Food, Beverage and Tobacco ",Kenya,Africa,MAIN MARKET ,Yes,18.13
17/05/2017,KANABO GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,6.32
01/09/2005,KARELIAN DIAMOND RESOURCES PLC,Basic Materials,Basic Resources,Ireland,Europe,AIM ,Yes,1.67
27/04/2015,KATORO GOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,0.84
31/07/2018,KAVANGO RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,22.87
12/06/2006,KAZERA GLOBAL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,15.9
03/07/2015,KCR RESIDENTIAL REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,3.54
18/12/2006,KEFI GOLD AND COPPER PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,38.79
05/05/1994,KELLER GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,"1,002.70"
08/07/2021,KELSO GROUP HOLDINGS PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,10.22
06/05/2022,KENDRICK RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,0.7
17/11/1994,KENMARE RESOURCES PLC,Basic Materials,Basic Resources,Ireland,Europe,MAIN MARKET ,Yes,268.58
18/07/2011,KERAS RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,2.1
19/04/1990,KERRY GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,MAIN MARKET ,Yes,"13,846.88"
26/10/2017,KEYSTONE LAW GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,169.02
19/11/1954,KEYSTONE POSITIVE CHANGE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,150.75
07/09/2012,KIBO ENERGY PLC,Basic Materials,Basic Resources,Ireland,Europe,AIM ,Yes,1.18
12/12/1996,KIER GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,678.29
24/11/1982,KINGFISHER PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"4,408.56"
24/02/2005,KINGSWOOD HOLDINGS LIMITED,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,68.62
06/03/2015,KINOVO PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,40.87
22/12/2022,KISTOS HOLDINGS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,107.72
24/05/2021,KITWAVE GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,AIM ,No,231.26
29/06/2018,KNIGHTS GROUP HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,99.23
30/12/2013,KODAL MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,80.99
27/09/1999,KONAMI GROUP CORPORATION,Consumer Discretionary,Consumer Products and Services,Japan,Asia,MAIN MARKET ,Yes,"10,825.40"
02/09/2020,KOOTH PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,57.61
29/03/2018,KORE POTASH PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,94.12
21/08/2017,KOSMOS ENERGY LTD,Energy,Energy,United States,North America,MAIN MARKET ,Yes,"1,302.43"
30/04/2018,KRM22 PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,10.27
16/10/2013,KROMEK GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,41.06
30/11/2018,KROPZ PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,19.59
16/03/2009,LANCASHIRE HOLDINGS LIMITED,Financials,Insurance,Bermuda,North America,MAIN MARKET ,Yes,"1,583.62"
06/04/2005,LANDORE RESOURCES LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,AIM ,No,12.67
02/08/1955,LAND SECURITIES GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"4,357.89"
21/04/2006,LANSDOWNE OIL & GAS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,1.39
27/09/2004,LARSEN AND TOUBRO LIMITED,Industrials,Construction and Materials,India,Asia,ADMISSION TO TRADING ONLY ,Yes,-
31/12/2004,LATHAM (JAMES) PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,237.6
10/07/1946,LAW DEBENTURE CORPORATION PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,210.59"
15/12/2021,LBG MEDIA PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,259.26
08/11/2013,LEARNING TECHNOLOGIES GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,724.33
02/07/1979,LEGAL & GENERAL GROUP PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,"14,279.17"
14/07/2021,LENDINVEST PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,33.55
20/08/2004,LEXINGTON GOLD LTD,Basic Materials,Basic Resources,Bermuda,North America,AIM ,Yes,16.96
05/09/2002,LG ELECTRONICS INC,Consumer Discretionary,Consumer Products and Services,South Korea,Asia,MAIN MARKET ,Yes,-
06/07/2022,LIFESAFE HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,3.71
19/11/2021,LIFE SCIENCE REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,119
26/03/2018,LIFE SETTLEMENT ASSETS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,68.33
15/10/2021,LIGHT SCIENCE TECHNOLOGIES HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,7.83
18/08/2021,LIKEWISE GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,47.49
22/01/2001,LINDSELL TRAIN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,168.4
21/07/1999,LIONTRUST ASSET MANAGEMENT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,288.82
25/06/2021,LITERACY CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,262.04
19/12/2018,LITIGATION CAPITAL MANAGEMENT LIMITED,Financials,Financial Services ,Australia,Pacific,AIM ,Yes,94.28
